WATERSHED,SAMPLE_DATE,SITE_NAME,SITE_TYPE,MEDIUM,PARAM_TYPE,PARAMETER,QUALIFIER,RESULT,UNIT,FILTER,SAMPLE_ID,SAMPLE_SITE_NO,DEPTH_IN_METERS,METHOD,QC_FLAG,PROJECT,Location,DATA_REF_NO,LAT_DD_WGS84,LON_DD_WGS84,SAMPLE_REF_NO,TIME_NULL,QC_TYPE
East Bouldin Creek,11/5/93 0:00,East Bouldin Creek @ Riverside Dr,Stream,Surface Water,Nutrients,NITRATE AS N,,0.9,MG/L,Total,,115,,HACH 8171,U,Water Watch Dog,"(30.2538568905413, -97.7445547738825)",1052951,30.25385689,-97.74455477,67572,TRUE,
East Bouldin Creek,6/4/93 0:00,East Bouldin Creek @ Riverside Dr,Stream,Surface Water,Nutrients,NITRATE AS N,>,4.5,MG/L,Total,,115,,HACH 8171,S,Water Watch Dog,"(30.2538568905413, -97.7445547738825)",695669,30.25385689,-97.74455477,67569,TRUE,
East Bouldin Creek,6/4/93 0:00,East Bouldin Creek @ Riverside Dr,Stream,Surface Water,Nutrients,NITRATE AS N,,0.15,MG/L,Total,,115,,HACH TEST KIT,U,Water Watch Dog,"(30.2538568905413, -97.7445547738825)",440224,30.25385689,-97.74455477,67556,TRUE,
East Bouldin Creek,5/7/93 0:00,East Bouldin Creek @ Riverside Dr,Stream,Surface Water,Nutrients,NITRATE AS N,>,1,MG/L,Total,,115,,HACH TEST KIT,U,Water Watch Dog,"(30.2538568905413, -97.7445547738825)",695647,30.25385689,-97.74455477,67554,TRUE,
East Bouldin Creek,5/7/93 0:00,East Bouldin Creek @ Riverside Dr,Stream,Surface Water,Nutrients,NITRATE AS N,,2.2,MG/L,Total,,115,,HACH 8171,U,Water Watch Dog,"(30.2538568905413, -97.7445547738825)",1028600,30.25385689,-97.74455477,67567,TRUE,
East Bouldin Creek,4/2/93 0:00,East Bouldin Creek @ Riverside Dr,Stream,Surface Water,Nutrients,NITRATE AS N,>,1,MG/L,Total,,115,,HACH TEST KIT,U,Water Watch Dog,"(30.2538568905413, -97.7445547738825)",485583,30.25385689,-97.74455477,67558,TRUE,
East Bouldin Creek,4/2/93 0:00,East Bouldin Creek @ Riverside Dr,Stream,Surface Water,Nutrients,NITRATE AS N,>,4,MG/L,Total,,115,,HACH 8171,S,Water Watch Dog,"(30.2538568905413, -97.7445547738825)",558350,30.25385689,-97.74455477,67566,TRUE,
East Bouldin Creek,2/5/93 0:00,East Bouldin Creek @ Riverside Dr,Stream,Surface Water,Nutrients,NITRATE AS N,,0.2,MG/L,Total,,115,,HACH TEST KIT,U,Water Watch Dog,"(30.2538568905413, -97.7445547738825)",695645,30.25385689,-97.74455477,67553,TRUE,
East Bouldin Creek,6/5/92 0:00,East Bouldin Creek @ Riverside Dr,Stream,Surface Water,Nutrients,NITRATE AS N,>,10,MG/L,Total,,115,,HACH TEST KIT,S,Water Watch Dog,"(30.2538568905413, -97.7445547738825)",558054,30.25385689,-97.74455477,67550,TRUE,
East Bouldin Creek,5/1/92 0:00,East Bouldin Creek @ Riverside Dr,Stream,Surface Water,Nutrients,NITRATE AS N,,2,MG/L,Total,,115,,HACH TEST KIT,S,Water Watch Dog,"(30.2538568905413, -97.7445547738825)",1021846,30.25385689,-97.74455477,67549,TRUE,
East Bouldin Creek,4/3/92 0:00,East Bouldin Creek @ Riverside Dr,Stream,Surface Water,Nutrients,NITRATE AS N,,0.6,MG/L,Total,,115,,HACH TEST KIT,U,Water Watch Dog,"(30.2538568905413, -97.7445547738825)",695638,30.25385689,-97.74455477,67548,TRUE,
East Bouldin Creek,1/3/92 0:00,East Bouldin Creek @ Riverside Dr,Stream,Surface Water,Nutrients,NITRATE AS N,,1,MG/L,Total,,115,,HACH TEST KIT,U,Water Watch Dog,"(30.2538568905413, -97.7445547738825)",695637,30.25385689,-97.74455477,67547,TRUE,
East Bouldin Creek,10/4/91 0:00,East Bouldin Creek @ Riverside Dr,Stream,Surface Water,Nutrients,NITRATE AS N,,0.9,MG/L,Total,,115,,HACH TEST KIT,U,Water Watch Dog,"(30.2538568905413, -97.7445547738825)",558237,30.25385689,-97.74455477,67564,TRUE,
East Bouldin Creek,9/6/91 0:00,East Bouldin Creek @ Riverside Dr,Stream,Surface Water,Nutrients,NITRATE AS N,,0.2,MG/L,Total,,115,,HACH TEST KIT,U,Water Watch Dog,"(30.2538568905413, -97.7445547738825)",440227,30.25385689,-97.74455477,67563,TRUE,
East Bouldin Creek,7/3/91 0:00,East Bouldin Creek @ Riverside Dr,Stream,Surface Water,Nutrients,NITRATE AS N,,0.2,MG/L,Total,,115,,HACH TEST KIT,U,Water Watch Dog,"(30.2538568905413, -97.7445547738825)",440221,30.25385689,-97.74455477,67546,TRUE,
East Bouldin Creek,7/3/91 0:00,East Bouldin Creek @ Riverside Dr,Stream,Surface Water,Nutrients,NITRATE AS N,,2.75,MG/L,Total,,115,,HACH 8171,S,Water Watch Dog,"(30.2538568905413, -97.7445547738825)",558351,30.25385689,-97.74455477,67528,TRUE,
East Bouldin Creek,5/2/91 0:00,East Bouldin Creek @ Riverside Dr,Stream,Surface Water,Nutrients,NITRATE AS N,,1,MG/L,Total,,115,,HACH TEST KIT,U,Water Watch Dog,"(30.2538568905413, -97.7445547738825)",485582,30.25385689,-97.74455477,67544,TRUE,
East Bouldin Creek,4/10/91 0:00,East Bouldin Creek @ Riverside Dr,Stream,Surface Water,Nutrients,NITRATE AS N,,1.1,MG/L,Total,,115,,HACH TEST KIT,U,Water Watch Dog,"(30.2538568905413, -97.7445547738825)",695631,30.25385689,-97.74455477,67543,TRUE,
East Bouldin Creek,3/1/91 0:00,East Bouldin Creek @ Riverside Dr,Stream,Surface Water,Nutrients,NITRATE AS N,,0.04,MG/L,Total,,115,,HACH TEST KIT,U,Water Watch Dog,"(30.2538568905413, -97.7445547738825)",558238,30.25385689,-97.74455477,67541,TRUE,
East Bouldin Creek,2/1/91 0:00,East Bouldin Creek @ Riverside Dr,Stream,Surface Water,Nutrients,NITRATE AS N,,0.7,MG/L,Total,,115,,HACH TEST KIT,U,Water Watch Dog,"(30.2538568905413, -97.7445547738825)",440219,30.25385689,-97.74455477,67561,TRUE,
East Bouldin Creek,1/16/91 0:00,East Bouldin Creek @ Riverside Dr,Stream,Surface Water,Nutrients,NITRATE AS N,,0.5,MG/L,Total,,115,,HACH TEST KIT,U,Water Watch Dog,"(30.2538568905413, -97.7445547738825)",558055,30.25385689,-97.74455477,67540,TRUE,
East Bouldin Creek,1/4/91 0:00,East Bouldin Creek @ Riverside Dr,Stream,Surface Water,Nutrients,NITRATE AS N,,0.16,MG/L,Total,,115,,HACH TEST KIT,U,Water Watch Dog,"(30.2538568905413, -97.7445547738825)",695656,30.25385689,-97.74455477,67560,TRUE,
East Bouldin Creek,12/7/90 0:00,East Bouldin Creek @ Riverside Dr,Stream,Surface Water,Nutrients,NITRATE AS N,,0.66,MG/L,Total,,115,,UNKNOWN,U,Water Watch Dog,"(30.2538568905413, -97.7445547738825)",2386179,30.25385689,-97.74455477,479256,TRUE,
East Bouldin Creek,11/2/90 0:00,East Bouldin Creek @ Riverside Dr,Stream,Surface Water,Nutrients,NITRATE AS N,,1.496,MG/L,Total,,115,,UNKNOWN,U,Water Watch Dog,"(30.2538568905413, -97.7445547738825)",2386328,30.25385689,-97.74455477,479262,TRUE,
East Bouldin Creek,10/5/90 0:00,East Bouldin Creek @ Riverside Dr,Stream,Surface Water,Nutrients,NITRATE AS N,,0.352,MG/L,Total,,115,,HACH TEST KIT,U,Water Watch Dog,"(30.2538568905413, -97.7445547738825)",2387261,30.25385689,-97.74455477,479284,TRUE,
East Bouldin Creek,9/7/90 0:00,East Bouldin Creek @ Riverside Dr,Stream,Surface Water,Nutrients,NITRATE AS N,,0.13,MG/L,Total,,115,,UNKNOWN,U,Water Watch Dog,"(30.2538568905413, -97.7445547738825)",2427683,30.25385689,-97.74455477,479408,TRUE,
East Bouldin Creek,8/3/90 0:00,East Bouldin Creek @ Riverside Dr,Stream,Surface Water,Nutrients,NITRATE AS N,,0.352,MG/L,Total,,115,,HACH TEST KIT,U,Water Watch Dog,"(30.2538568905413, -97.7445547738825)",2387548,30.25385689,-97.74455477,479319,TRUE,
East Bouldin Creek,7/31/90 0:00,East Bouldin Creek @ Riverside Dr,Stream,Surface Water,Nutrients,NITRATE AS N,,0.88,MG/L,Total,,115,,HACH TEST KIT,U,Water Watch Dog,"(30.2538568905413, -97.7445547738825)",2387374,30.25385689,-97.74455477,479296,TRUE,
East Bouldin Creek,7/6/90 0:00,East Bouldin Creek @ Riverside Dr,Stream,Surface Water,Nutrients,NITRATE AS N,,0.18,MG/L,Total,,115,,HACH TEST KIT,U,Water Watch Dog,"(30.2538568905413, -97.7445547738825)",2387468,30.25385689,-97.74455477,479307,TRUE,
East Bouldin Creek,6/1/90 0:00,East Bouldin Creek @ Riverside Dr,Stream,Surface Water,Nutrients,NITRATE AS N,,0.09,MG/L,Total,,115,,HACH TEST KIT,U,Water Watch Dog,"(30.2538568905413, -97.7445547738825)",2387326,30.25385689,-97.74455477,479291,TRUE,
East Bouldin Creek,5/30/90 0:00,East Bouldin Creek @ Riverside Dr,Stream,Surface Water,Nutrients,NITRATE AS N,,0.484,MG/L,Total,,115,,UNKNOWN,U,Water Watch Dog,"(30.2538568905413, -97.7445547738825)",2429353,30.25385689,-97.74455477,479396,TRUE,
East Bouldin Creek,5/4/90 0:00,East Bouldin Creek @ Riverside Dr,Stream,Surface Water,Nutrients,NITRATE AS N,,4.05,MG/L,Total,,115,,HACH TEST KIT,U,Water Watch Dog,"(30.2538568905413, -97.7445547738825)",2418186,30.25385689,-97.74455477,479384,TRUE,
East Bouldin Creek,5/3/90 0:00,East Bouldin Creek @ Riverside Dr,Stream,Surface Water,Nutrients,NITRATE AS N,,0.88,MG/L,Total,,115,,UNKNOWN,U,Water Watch Dog,"(30.2538568905413, -97.7445547738825)",2418235,30.25385689,-97.74455477,479399,TRUE,
East Bouldin Creek,4/10/90 14:00,East Bouldin Creek @ Riverside Dr,Stream,Surface Water,Nutrients,NITRATE AS N,,1.76,MG/L,Total,,115,,HACH TEST KIT,U,Water Watch Dog,"(30.2538568905413, -97.7445547738825)",2429499,30.25385689,-97.74455477,479360,FALSE,
Elm Creek,5/22/08 10:25,Elm Creek @ Austins Colony,Stream,Surface Water,Nutrients,NITRATE AS N,,4.444,MG/L,Total,,3614,,INQUEST NO3 SCREENING,U,Environmental Integrity Index (EII),"(30.2354496422595, -97.5888329350139)",1530532,30.23544964,-97.58883294,316370,FALSE,
Elm Creek,2/7/08 12:00,Elm Creek @ FM 973,Stream,Surface Water,Nutrients,NITRATE AS N,,0.711,MG/L,Total,,1204,,INQUEST NO3 SCREENING,U,Environmental Integrity Index (EII),"(30.2559590521854, -97.6124045272018)",1497988,30.25595905,-97.61240453,314108,FALSE,
Elm Creek,6/13/05 12:02,West Elm Creek @ Blue Bluff Road,Stream,Surface Water,Nutrients,NITRATE AS N,<,0.02,MG/L,Total,,1202,,INQUEST NO3 SCREENING,S,Environmental Integrity Index (EII),"(30.2641881512595, -97.6205690954941)",486550,30.26418815,-97.6205691,273300,FALSE,
Elm Creek,3/30/05 14:40,West Elm Creek @ Blue Bluff Road,Stream,Surface Water,Nutrients,NITRATE AS N,,0.44,MG/L,Total,,1202,,INQUEST NO3 SCREENING,J,Environmental Integrity Index (EII),"(30.2641881512595, -97.6205690954941)",1187182,30.26418815,-97.6205691,269319,FALSE,
Elm Creek,3/30/05 13:00,Elm Creek @ Austins Colony,Stream,Surface Water,Nutrients,NITRATE AS N,,0.2,MG/L,Total,,3614,,INQUEST NO3 SCREENING,J,Environmental Integrity Index (EII),"(30.2354496422595, -97.5888329350139)",1187185,30.23544964,-97.58883294,269318,FALSE,
Elm Creek,3/30/05 12:45,Elm Creek @ FM 973,Stream,Surface Water,Nutrients,NITRATE AS N,,0.1,MG/L,Total,,1204,,INQUEST NO3 SCREENING,J,Environmental Integrity Index (EII),"(30.2559590521854, -97.6124045272018)",1187200,30.25595905,-97.61240453,269314,FALSE,
Elm Creek,11/20/02 14:15,West Elm Creek @ Blue Bluff Road,Stream,Surface Water,Nutrients,NITRATE AS N,,0.04,MG/L,Total,,1202,,INQUEST NO3 SCREENING,J,Environmental Integrity Index (EII),"(30.2641881512595, -97.6205690954941)",1102711,30.26418815,-97.6205691,209810,FALSE,
Elm Creek,11/20/02 14:00,Elm Creek @ FM 973,Stream,Surface Water,Nutrients,NITRATE AS N,,0.08,MG/L,Total,,1204,,INQUEST NO3 SCREENING,J,Environmental Integrity Index (EII),"(30.2559590521854, -97.6124045272018)",1102686,30.25595905,-97.61240453,209796,FALSE,
Elm Creek,2/20/02 14:00,Elm Creek @ FM 973,Stream,Surface Water,Nutrients,NITRATE AS N,<,0.06,MG/L,Total,,1204,,INQUEST NO3 SCREENING,U,Environmental Integrity Index (EII),"(30.2559590521854, -97.6124045272018)",992173,30.25595905,-97.61240453,193129,FALSE,
Elm Creek,2/20/02 13:45,West Elm Creek @ Blue Bluff Road,Stream,Surface Water,Nutrients,NITRATE AS N,,0.09,MG/L,Total,,1202,,INQUEST NO3 SCREENING,U,Environmental Integrity Index (EII),"(30.2641881512595, -97.6205690954941)",992168,30.26418815,-97.6205691,193127,FALSE,
Elm Creek,6/4/99 10:50,West Elm Creek @ Blue Bluff Road,Stream,Surface Water,Nutrients,NITRATE AS N,<,0.06,MG/L,Total,,1202,,INQUEST NO3 SCREENING,U,Water Watch Dog,"(30.2641881512595, -97.6205690954941)",457567,30.26418815,-97.6205691,73571,FALSE,
Elm Creek,5/7/99 12:30,West Elm Creek @ Blue Bluff Road,Stream,Surface Water,Nutrients,NITRATE AS N,,0.01,MG/L,Total,,1202,,INQUEST NO3 SCREENING,U,Water Watch Dog,"(30.2641881512595, -97.6205690954941)",457046,30.26418815,-97.6205691,73039,FALSE,
Elm Creek,4/2/99 12:20,Elm Creek @ FM 973,Stream,Surface Water,Nutrients,NITRATE AS N,,0.07,MG/L,Total,,1204,,INQUEST NO3 SCREENING,U,Water Watch Dog,"(30.2559590521854, -97.6124045272018)",456515,30.25595905,-97.61240453,72920,FALSE,
Elm Creek,4/2/99 12:00,East Elm Creek @ Catherine Road,Stream,Surface Water,Nutrients,NITRATE AS N,<,0.06,MG/L,Total,,1203,,INQUEST NO3 SCREENING,U,Water Watch Dog,"(30.2690541014482, -97.6168264431411)",456494,30.2690541,-97.61682644,72915,FALSE,
Elm Creek,4/2/99 11:50,West Elm Creek @ Blue Bluff Road,Stream,Surface Water,Nutrients,NITRATE AS N,,0.21,MG/L,Total,,1202,,INQUEST NO3 SCREENING,U,Water Watch Dog,"(30.2641881512595, -97.6205690954941)",456505,30.26418815,-97.6205691,72918,FALSE,
Elm Creek,2/12/99 12:25,Elm Creek @ FM 973,Stream,Surface Water,Nutrients,NITRATE AS N,,0.07,MG/L,Total,,1204,,INQUEST NO3 SCREENING,R,Water Watch Dog,"(30.2559590521854, -97.6124045272018)",455626,30.25595905,-97.61240453,70573,FALSE,
Elm Creek,2/12/99 11:45,West Elm Creek @ Blue Bluff Road,Stream,Surface Water,Nutrients,NITRATE AS N,,0.11,MG/L,Total,,1202,,INQUEST NO3 SCREENING,R,Water Watch Dog,"(30.2641881512595, -97.6205690954941)",455616,30.26418815,-97.6205691,70569,FALSE,
Fort Branch,11/29/06 13:30,Fort Branch Creek Upstream of Manor Rd,Stream,Surface Water,Nutrients,NITRATE AS N,<,0.02,MG/L,Total,,125,,INQUEST NO3 SCREENING,R,Environmental Integrity Index (EII),"(30.3043045061402, -97.6862857121597)",1411726,30.30430451,-97.68628571,300309,FALSE,
Fort Branch,11/29/06 12:45,Fort Branch Creek @ Glencrest Drive,Stream,Surface Water,Nutrients,NITRATE AS N,,0.04,MG/L,Total,,126,,INQUEST NO3 SCREENING,R,Environmental Integrity Index (EII),"(30.3187293031964, -97.6942435447376)",1411722,30.3187293,-97.69424354,300312,FALSE,
Fort Branch,8/23/06 12:15,Fort Branch Creek @ Glencrest Drive,Stream,Surface Water,Nutrients,NITRATE AS N,,0.77,MG/L,Total,,126,,INQUEST NO3 SCREENING,R,Environmental Integrity Index (EII),"(30.3187293031964, -97.6942435447376)",1389855,30.3187293,-97.69424354,297916,FALSE,
Fort Branch,5/18/06 12:45,Fort Branch Creek Upstream of Manor Rd,Stream,Surface Water,Nutrients,NITRATE AS N,<,0.02,MG/L,Total,,125,,INQUEST NO3 SCREENING,R,Environmental Integrity Index (EII),"(30.3043045061402, -97.6862857121597)",1364612,30.30430451,-97.68628571,294789,FALSE,
Fort Branch,5/18/06 12:00,Fort Branch Creek @ Glencrest Drive,Stream,Surface Water,Nutrients,NITRATE AS N,,0.65,MG/L,Total,,126,,INQUEST NO3 SCREENING,R,Environmental Integrity Index (EII),"(30.3187293031964, -97.6942435447376)",1364353,30.3187293,-97.69424354,294790,FALSE,
Fort Branch,2/22/06 13:00,Fort Branch Creek Upstream of Manor Rd,Stream,Surface Water,Nutrients,NITRATE AS N,<,0.02,MG/L,Total,,125,,INQUEST NO3 SCREENING,S,Environmental Integrity Index (EII),"(30.3043045061402, -97.6862857121597)",1338640,30.30430451,-97.68628571,289802,FALSE,
Fort Branch,2/22/06 12:30,Fort Branch Creek @ Glencrest Drive,Stream,Surface Water,Nutrients,NITRATE AS N,,0.34,MG/L,Total,,126,,INQUEST NO3 SCREENING,U,Environmental Integrity Index (EII),"(30.3187293031964, -97.6942435447376)",1338636,30.3187293,-97.69424354,289801,FALSE,
Fort Branch,12/3/03 14:15,Fort Branch Creek @ Glencrest Drive,Stream,Surface Water,Nutrients,NITRATE AS N,,0.84,MG/L,Total,,126,,INQUEST NO3 SCREENING,J,Environmental Integrity Index (EII),"(30.3187293031964, -97.6942435447376)",1269901,30.3187293,-97.69424354,233253,FALSE,
Fort Branch,12/3/03 14:00,Fort Branch Creek Upstream of Manor Rd,Stream,Surface Water,Nutrients,NITRATE AS N,,0.23,MG/L,Total,,125,,INQUEST NO3 SCREENING,J,Environmental Integrity Index (EII),"(30.3043045061402, -97.6862857121597)",1269893,30.30430451,-97.68628571,233255,FALSE,
Fort Branch,9/23/03 14:30,Fort Branch Creek @ Glencrest Drive,Stream,Surface Water,Nutrients,NITRATE AS N,,0.71,MG/L,Total,,126,,INQUEST NO3 SCREENING,J,Environmental Integrity Index (EII),"(30.3187293031964, -97.6942435447376)",1124427,30.3187293,-97.69424354,228150,FALSE,
Fort Branch,9/23/03 14:15,Fort Branch Creek Upstream of Manor Rd,Stream,Surface Water,Nutrients,NITRATE AS N,,0.07,MG/L,Total,,125,,INQUEST NO3 SCREENING,J,Environmental Integrity Index (EII),"(30.3043045061402, -97.6862857121597)",1124226,30.30430451,-97.68628571,228099,FALSE,
Fort Branch,9/23/03 13:00,Fort Branch Creek @ Single Shot Circle,Stream,Surface Water,Nutrients,NITRATE AS N,,0.13,MG/L,Total,,898,,INQUEST NO3 SCREENING,J,Environmental Integrity Index (EII),"(30.2902564846359, -97.6786177960414)",1124435,30.29025648,-97.6786178,228152,FALSE,
Fort Branch,9/23/03 11:30,Fort Branch Creek @ North Boggy Creek,Stream,Surface Water,Nutrients,NITRATE AS N,<,0.02,MG/L,Total,,123,,INQUEST NO3 SCREENING,J,Environmental Integrity Index (EII),"(30.2635675355325, -97.6771939649478)",1124218,30.26356754,-97.67719396,228097,FALSE,
Fort Branch,5/14/03 13:30,Fort Branch Creek @ Single Shot Circle,Stream,Surface Water,Nutrients,NITRATE AS N,,0.48,MG/L,Total,,898,,INQUEST NO3 SCREENING,J,Environmental Integrity Index (EII),"(30.2902564846359, -97.6786177960414)",1119795,30.29025648,-97.6786178,226392,FALSE,
Fort Branch,5/14/03 13:15,Fort Branch Creek Upstream of Manor Rd,Stream,Surface Water,Nutrients,NITRATE AS N,,0.13,MG/L,Total,,125,,INQUEST NO3 SCREENING,J,Environmental Integrity Index (EII),"(30.3043045061402, -97.6862857121597)",1119754,30.30430451,-97.68628571,226348,FALSE,
Fort Branch,5/14/03 13:00,Fort Branch Creek @ Glencrest Drive,Stream,Surface Water,Nutrients,NITRATE AS N,,0.82,MG/L,Total,,126,,INQUEST NO3 SCREENING,J,Environmental Integrity Index (EII),"(30.3187293031964, -97.6942435447376)",1280223,30.3187293,-97.69424354,226354,FALSE,
Fort Branch,5/14/03 11:00,Fort Branch Creek @ North Boggy Creek,Stream,Surface Water,Nutrients,NITRATE AS N,,0.06,MG/L,Total,,123,,INQUEST NO3 SCREENING,J,Environmental Integrity Index (EII),"(30.2635675355325, -97.6771939649478)",1280091,30.26356754,-97.67719396,226385,FALSE,
Fort Branch,2/19/03 14:00,Fort Branch Creek @ Single Shot Circle,Stream,Surface Water,Nutrients,NITRATE AS N,,0.76,MG/L,Total,,898,,INQUEST NO3 SCREENING,U,Environmental Integrity Index (EII),"(30.2902564846359, -97.6786177960414)",1108861,30.29025648,-97.6786178,218634,FALSE,
Fort Branch,2/19/03 13:45,Fort Branch Creek @ Glencrest Drive,Stream,Surface Water,Nutrients,NITRATE AS N,,0.96,MG/L,Total,,126,,INQUEST NO3 SCREENING,U,Environmental Integrity Index (EII),"(30.3187293031964, -97.6942435447376)",1108903,30.3187293,-97.69424354,218646,FALSE,
Fort Branch,2/19/03 13:30,Fort Branch Creek Upstream of Manor Rd,Stream,Surface Water,Nutrients,NITRATE AS N,,0.17,MG/L,Total,,125,,INQUEST NO3 SCREENING,U,Environmental Integrity Index (EII),"(30.3043045061402, -97.6862857121597)",1108895,30.30430451,-97.68628571,218644,FALSE,
Fort Branch,2/19/03 11:30,Fort Branch Creek @ North Boggy Creek,Stream,Surface Water,Nutrients,NITRATE AS N,,0.14,MG/L,Total,,123,,INQUEST NO3 SCREENING,U,Environmental Integrity Index (EII),"(30.2635675355325, -97.6771939649478)",1108916,30.26356754,-97.67719396,218648,FALSE,
Fort Branch,12/7/00 14:00,Fort Branch Creek @ Single Shot Circle,Stream,Surface Water,Nutrients,NITRATE AS N,<,0.06,MG/L,Total,,898,,INQUEST NO3 SCREENING,U,Water Watch Dog,"(30.2902564846359, -97.6786177960414)",586200,30.29025648,-97.6786178,94324,FALSE,
Fort Branch,12/7/00 13:20,Fort Branch Creek Upstream of Manor Rd,Stream,Surface Water,Nutrients,NITRATE AS N,,0.39,MG/L,Total,,125,,INQUEST NO3 SCREENING,U,Water Watch Dog,"(30.3043045061402, -97.6862857121597)",1060385,30.30430451,-97.68628571,94322,FALSE,
Fort Branch,12/7/00 12:35,Fort Branch Creek @ Glencrest Drive,Stream,Surface Water,Nutrients,NITRATE AS N,,1.39,MG/L,Total,,126,,INQUEST NO3 SCREENING,U,Water Watch Dog,"(30.3187293031964, -97.6942435447376)",750571,30.3187293,-97.69424354,94320,FALSE,
Fort Branch,11/2/00 13:00,Fort Branch Creek Upstream of Manor Rd,Stream,Surface Water,Nutrients,NITRATE AS N,,0.21,MG/L,Total,,125,,INQUEST NO3 SCREENING,U,Water Watch Dog,"(30.3043045061402, -97.6862857121597)",581994,30.30430451,-97.68628571,92104,FALSE,
Fort Branch,11/2/00 12:30,Fort Branch Creek @ Glencrest Drive,Stream,Surface Water,Nutrients,NITRATE AS N,,0.07,MG/L,Total,,126,,INQUEST NO3 SCREENING,U,Water Watch Dog,"(30.3187293031964, -97.6942435447376)",581991,30.3187293,-97.69424354,92101,FALSE,
Fort Branch,10/5/00 12:30,Fort Branch Creek Upstream of Manor Rd,Stream,Surface Water,Nutrients,NITRATE AS N,,0.15,MG/L,Total,,125,,INQUEST NO3 SCREENING,U,Water Watch Dog,"(30.3043045061402, -97.6862857121597)",739704,30.30430451,-97.68628571,91848,FALSE,
Fort Branch,10/5/00 12:15,Fort Branch Creek @ Glencrest Drive,Stream,Surface Water,Nutrients,NITRATE AS N,,0.32,MG/L,Total,,126,,INQUEST NO3 SCREENING,U,Water Watch Dog,"(30.3187293031964, -97.6942435447376)",581740,30.3187293,-97.69424354,91847,FALSE,
Fort Branch,8/31/00 13:30,Fort Branch Creek @ Glencrest Drive,Stream,Surface Water,Nutrients,NITRATE AS N,,0.18,MG/L,Total,,126,,INQUEST NO3 SCREENING,U,Water Watch Dog,"(30.3187293031964, -97.6942435447376)",739346,30.3187293,-97.69424354,88171,FALSE,
Fort Branch,8/31/00 13:30,Fort Branch Creek @ North Boggy Creek,Stream,Surface Water,Nutrients,NITRATE AS N,,0.15,MG/L,Total,,123,,INQUEST NO3 SCREENING,U,Water Watch Dog,"(30.2635675355325, -97.6771939649478)",581262,30.26356754,-97.67719396,88169,FALSE,
Fort Branch,8/31/00 13:30,Fort Branch Creek Upstream of Manor Rd,Stream,Surface Water,Nutrients,NITRATE AS N,,0.23,MG/L,Total,,125,,INQUEST NO3 SCREENING,U,Water Watch Dog,"(30.3043045061402, -97.6862857121597)",739339,30.30430451,-97.68628571,88170,FALSE,
Fort Branch,8/4/00 13:20,Fort Branch Creek @ North Boggy Creek,Stream,Surface Water,Nutrients,NITRATE AS N,,0.72,MG/L,Total,,123,,INQUEST NO3 SCREENING,U,Water Watch Dog,"(30.2635675355325, -97.6771939649478)",485194,30.26356754,-97.67719396,87245,FALSE,
Fort Branch,8/4/00 11:25,Fort Branch Creek Upstream of Manor Rd,Stream,Surface Water,Nutrients,NITRATE AS N,,0.47,MG/L,Total,,125,,INQUEST NO3 SCREENING,U,Water Watch Dog,"(30.3043045061402, -97.6862857121597)",485184,30.30430451,-97.68628571,87244,FALSE,
Fort Branch,8/4/00 11:00,Fort Branch Creek @ Glencrest Drive,Stream,Surface Water,Nutrients,NITRATE AS N,<,0.06,MG/L,Total,,126,,INQUEST NO3 SCREENING,U,Water Watch Dog,"(30.3187293031964, -97.6942435447376)",485176,30.3187293,-97.69424354,87243,FALSE,
Fort Branch,7/14/00 12:10,Fort Branch Creek @ North Boggy Creek,Stream,Surface Water,Nutrients,NITRATE AS N,<,0.06,MG/L,Total,,123,,INQUEST NO3 SCREENING,U,Water Watch Dog,"(30.2635675355325, -97.6771939649478)",484676,30.26356754,-97.67719396,84623,FALSE,
Fort Branch,7/14/00 11:40,Fort Branch Creek Upstream of Manor Rd,Stream,Surface Water,Nutrients,NITRATE AS N,,0.17,MG/L,Total,,125,,INQUEST NO3 SCREENING,U,Water Watch Dog,"(30.3043045061402, -97.6862857121597)",484690,30.30430451,-97.68628571,84625,FALSE,
Fort Branch,7/14/00 11:10,Fort Branch Creek @ Glencrest Drive,Stream,Surface Water,Nutrients,NITRATE AS N,,0.48,MG/L,Total,,126,,INQUEST NO3 SCREENING,U,Water Watch Dog,"(30.3187293031964, -97.6942435447376)",484683,30.3187293,-97.69424354,84624,FALSE,
Fort Branch,6/16/00 13:45,Fort Branch Creek @ North Boggy Creek,Stream,Surface Water,Nutrients,NITRATE AS N,<,0.06,MG/L,Total,,123,,INQUEST NO3 SCREENING,U,Water Watch Dog,"(30.2635675355325, -97.6771939649478)",484128,30.26356754,-97.67719396,83636,FALSE,
Fort Branch,6/16/00 13:10,Fort Branch Creek Upstream of Manor Rd,Stream,Surface Water,Nutrients,NITRATE AS N,,0.22,MG/L,Total,,125,,INQUEST NO3 SCREENING,U,Water Watch Dog,"(30.3043045061402, -97.6862857121597)",484143,30.30430451,-97.68628571,83638,FALSE,
Fort Branch,6/16/00 12:30,Fort Branch Creek @ Glencrest Drive,Stream,Surface Water,Nutrients,NITRATE AS N,,0.54,MG/L,Total,,126,,INQUEST NO3 SCREENING,U,Water Watch Dog,"(30.3187293031964, -97.6942435447376)",484150,30.3187293,-97.69424354,83639,FALSE,
